name,nickname,f_name,l_name,wins,loses,ties,height,weight,reach,stance,dob,age,slpm,str_ac,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Che Mills,Beautiful,Che,Mills,16,10,0,73,170,76,Orthodox,"Sep 29, 1982",39,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0
Micah Miller,Maverick,Micah,Miller,20,8,0,72,145,N/A,Orthodox,"Feb 14, 1987",35,1.33,0.33,2.15,0.54,0.98,0.37,0.21,2.0
Cole Miller,Magrinho,Cole,Miller,21,11,0,73,145,73,Orthodox,"Apr 26, 1984",38,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
Aaron Miller,Blood Spiller,Aaron,Miller,14,10,0,69,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Miller,,Dan,Miller,14,8,0,73,185,74,Orthodox,"Jun 30, 1981",40,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
Mo Miller,Moshow,Mo,Miller,6,0,0,68,135,72,Orthodox,"Aug 10, 1992",29,1.87,0.45,1.33,0.6,4.0,0.8,0.0,0.0
Henry Miller,Sentoryu,Henry,Miller,6,16,0,67,270,N/A,Southpaw,"Jul 16, 1969",52,1.25,0.36,2.16,0.54,0.55,0.25,0.6,0.0
Alberto Mina,Soldier of God,Alberto,Mina,13,1,0,72,170,77,Orthodox,"May 02, 1982",39,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
Jim Miller,A-10,Jim,Miller,34,16,0,68,155,71,Southpaw,"Aug 30, 1983",38,2.78,0.41,2.92,0.59,1.61,0.43,0.47,1.8
Pat Miletich,The Croatian Sensation,Pat,Miletich,29,7,2,70,170,N/A,Orthodox,"Mar 09, 1968",54,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
Bojan Mihajlovic,,Bojan,Mihajlovic,10,6,0,71,205,73,Orthodox,"Mar 30, 1980",42,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
Gabriel Miglioli,Biel,Gabriel,Miglioli,9,9,0,68,170,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phillip Miller,,Phillip,Miller,16,0,0,71,185,N/A,Orthodox,"Feb 20, 1979",43,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6
Jason Miller,Mayhem,Jason,Miller,23,10,0,73,185,N/A,Orthodox,"Dec 24, 1980",41,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
Chris Mierzwiak,,Chris,Mierzwiak,5,3,0,73,185,N/A,N/A,"Feb 14, 1988",34,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0
Keith Mielke,,Keith,Mielke,0,5,0,68,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis Millender,Curtious,Curtis,Millender,17,5,0,74,170,76,Orthodox,"Dec 01, 1987",34,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
Chris Mickle,,Chris,Mickle,30,21,2,69,145,N/A,Orthodox,"Jul 10, 1983",38,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0
Kristof Midoux,The Hurricane,Kristof,Midoux,6,10,0,73,220,N/A,Orthodox,"Jul 30, 1974",47,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0
Andreas Michailidis,The Spartan,Andreas,Michailidis,13,5,0,72,185,76,Orthodox,"Jul 18, 1988",33,3.91,0.51,3.91,0.5,1.78,0.33,0.0,0.0
Billy Miles,The Kid,Billy,Miles,2,2,0,70,170,N/A,Orthodox,"Apr 28, 1978",43,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0
Zachary Micklewright,,Zachary,Micklewright,15,3,0,72,155,74,Southpaw,"Aug 21, 1976",45,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0
David Michaud,BullDawg,David,Michaud,11,3,0,69,155,N/A,Orthodox,"Nov 10, 1988",33,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
Brandon Michaels,,Brandon,Michaels,4,14,0,69,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Merritt,,Joe,Merritt,7,2,0,72,170,N/A,Orthodox,"Mar 07, 1984",38,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0
Jonathan Meunier,District,Jonathan,Meunier,8,1,0,75,170,N/A,Switch,"Aug 04, 1987",34,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0
Yaotzin Meza,,Yaotzin,Meza,21,11,0,69,145,71,Orthodox,"Feb 04, 1981",41,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
Jeremiah Metcalf,,Jeremiah,Metcalf,13,7,0,73,185,N/A,Orthodox,N/A,N/A,1.74,0.59,0.27,0.6,4.02,0.66,1.0,2.0
Guy Mezger,,Guy,Mezger,30,14,2,73,200,N/A,Orthodox,"Jan 01, 1968",54,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0
Buck Meredith,,Buck,Meredith,3,3,0,74,185,N/A,N/A,"May 17, 1982",39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Menjivar,The Pride of El Salvador,Ivan,Menjivar,25,12,0,66,145,64,Orthodox,"May 30, 1982",39,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
Adam Meredith,,Adam,Meredith,5,3,0,74,170,N/A,N/A,N/A,N/A,2.63,0.5,2.11,0.55,7.89,1.0,1.0,7.9
Pietro Menga,,Pietro,Menga,13,0,0,67,125,68,Southpaw,"Feb 15, 1988",34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Mensing,The Machine,Steve,Mensing,9,13,2,71,185,N/A,Orthodox,"Dec 06, 1977",44,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0
Eddie Mendez,,Eddie,Mendez,8,3,1,70,185,N/A,N/A,"Jan 16, 1984",38,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
Chad Mendes,Money,Chad,Mendes,18,5,0,66,145,66,Orthodox,"May 01, 1985",36,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
Vanessa Melo,,Vanessa,Melo,11,8,0,65,135,65,Orthodox,"Mar 27, 1988",34,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
Dave Menne,The Warrior,Dave,Menne,45,17,2,70,170,N/A,Orthodox,"Jul 29, 1974",47,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
Alonzo Menifield,Atomic,Alonzo,Menifield,11,3,0,72,205,76,Orthodox,"Oct 18, 1987",34,3.86,0.55,3.43,0.52,0.44,0.2,0.83,0.2
Marcelo Mello,,Marcelo,Mello,1,0,0,67,170,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Mendes,Samurai,Antonio,Mendes,18,13,0,75,205,77,Southpaw,"Apr 19, 1981",41,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
Augusto Mendes,Tanquinho,Augusto,Mendes,6,2,0,66,135,65,Orthodox,"Mar 03, 1983",39,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
Luis Mendoza,,Luis,Mendoza,0,1,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Melancon,,Brian,Melancon,7,3,0,68,170,N/A,Orthodox,"May 28, 1982",39,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0
Brandon Melendez,The Murderer,Brandon,Melendez,25,25,0,71,155,N/A,Southpaw,"Mar 24, 1983",39,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
Bryce Mejia,,Bryce,Mejia,3,1,0,73,170,N/A,N/A,N/A,N/A,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0
Frank Megallon,,Frank,Megallon,2,3,0,70,185,N/A,Southpaw,N/A,N/A,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0
Fabio Mello,,Fabio,Mello,11,8,0,65,155,N/A,Southpaw,N/A,N/A,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0
Jordan Mein,Young Gun,Jordan,Mein,31,12,0,72,170,73,Orthodox,"Oct 10, 1989",32,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Gilbert Melendez,El Nino,Gilbert,Melendez,22,8,0,69,145,73,Orthodox,"Apr 12, 1982",40,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
Miika Mehmet,,Miika,Mehmet,3,5,0,N/A,205,N/A,Orthodox,N/A,N/A,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0
Derrick Mehmen,Caveman,Derrick,Mehmen,19,9,0,76,205,N/A,N/A,"May 30, 1985",36,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0
Sanford Alton Meeks,,Sanford,Alton,1,1,0,77,265,75,Orthodox,"Apr 05, 1994",28,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0
Emil Meek,Valhalla,Emil,Meek,9,5,1,71,170,74,Switch,"Aug 20, 1988",33,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0
Todd Medina,El Tiburon,Todd,Medina,11,9,0,70,193,N/A,Southpaw,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Medina,,Jason,Medina,21,15,1,69,180,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Meerschaert,GM3,Gerald,Meerschaert,34,14,0,73,185,77,Southpaw,"Dec 18, 1987",34,3.11,0.44,3.43,0.52,2.42,0.41,0.35,2.0
Kaline Medeiros,The Dark Angel,Kaline,Medeiros,8,5,0,63,115,N/A,N/A,N/A,N/A,2.06,0.7,0.29,0.83,4.41,1.0,0.0,4.4
Anistavio Medeiros,Gasparzinho,Anistavio,Medeiros,19,10,0,66,145,N/A,Orthodox,"May 01, 1988",33,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0
Yancy Medeiros,,Yancy,Medeiros,15,8,0,70,155,75,Orthodox,"Sep 07, 1987",34,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
Daniel McWilliams,The Animal,Daniel,McWilliams,15,37,0,73,185,N/A,N/A,N/A,N/A,3.36,0.77,0.0,0.0,0.0,0.0,1.0,21.6
Tim Means,The Dirty Bird,Tim,Means,32,12,1,74,170,75,Orthodox,"Feb 20, 1984",38,5.06,0.48,3.58,0.61,0.92,0.39,0.66,0.2
James McSweeney,The Hammer,James,McSweeney,15,15,0,76,230,77,Switch,"Oct 24, 1980",41,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
Garreth McLellan,Soldier Boy,Garreth,McLellan,13,6,0,73,185,72,Southpaw,"Sep 01, 1982",39,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9
Uros Medic,The Doctor,Uros,Medic,7,1,0,73,155,71,Southpaw,"Apr 25, 1993",29,10.53,0.75,3.42,0.56,0.0,0.0,0.66,0.0
Sara McMann,,Sara,McMann,13,6,0,66,135,66,Orthodox,"Sep 24, 1980",41,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
Terrance McKinney,T. Wrecks,Terrance,McKinney,12,4,0,70,155,73,Switch,"Sep 15, 1994",27,4.11,0.59,1.77,0.56,4.84,0.44,1.0,1.2
Tim McKenzie,,Tim,McKenzie,14,9,0,72,185,74,Orthodox,"Jul 21, 1982",39,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1
Charles McTorry,,Charles,McTorry,3,0,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhys McKee,Skeletor,Rhys,McKee,10,4,1,74,170,78,Orthodox,"Sep 10, 1995",26,6.83,0.53,11.9,0.43,0.0,0.0,0.2,0.0
AJ McKee,Mercenary,AJ,McKee,8,0,0,70,145,N/A,N/A,N/A,N/A,2.75,0.32,0.92,0.8,11.01,1.0,1.0,11.0
Jason McLean,,Jason,McLean,6,7,0,65,145,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody McKenzie,,Cody,McKenzie,16,10,0,72,155,72,Switch,"Dec 16, 1987",34,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5
Brian McLaughlin,,Brian,McLaughlin,6,2,0,69,155,N/A,N/A,"May 12, 1984",37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio McKee,Mandingo,Antonio,McKee,29,6,2,68,155,N/A,Southpaw,"Mar 12, 1970",52,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0
Conor McGregor,The Notorious,Conor,McGregor,22,6,0,69,155,74,Southpaw,"Jul 14, 1988",33,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Ryan McGivern,,Ryan,McGivern,13,7,0,72,185,N/A,Orthodox,"Jan 17, 1980",42,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0
Ryan McGillivray,The Kid,Ryan,McGillivray,12,0,1,71,170,N/A,N/A,"Sep 27, 1986",35,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0
Gan McGee,The Giant,Gan,McGee,13,5,0,82,265,N/A,Orthodox,"Nov 20, 1976",45,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0
Cory McKenna,Poppins,Cory,McKenna,6,2,0,63,115,58,Orthodox,"Jul 11, 1999",22,3.64,0.41,3.71,0.45,1.33,0.44,0.71,0.0
Drew McFedries,The Massacre,Drew,McFedries,12,7,0,72,185,72,Southpaw,"Jul 27, 1978",43,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Court McGee,The Crusher,Court,McGee,22,10,0,71,170,75,Orthodox,"Dec 12, 1984",37,4.69,0.37,3.69,0.6,1.87,0.25,0.69,0.5
Liam McGeary,,Liam,McGeary,12,2,0,78,205,N/A,N/A,"Oct 04, 1982",39,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5
Justin McElfresh,,Justin,McElfresh,6,4,0,78,205,N/A,Orthodox,"Jan 04, 1980",42,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0
Miles McDonald,,Miles,McDonald,2,1,0,67,115,N/A,N/A,"Aug 13, 1991",30,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0
Michael McDonald,Mayday,Michael,McDonald,17,4,0,69,135,70,Orthodox,"Jan 15, 1991",31,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Josh McDonald,,Josh,McDonald,9,5,0,N/A,185,N/A,N/A,N/A,N/A,0.8,0.57,3.4,0.33,9.0,0.5,0.0,0.0
Jack McGlaughlin,,Jack,McGlaughlin,1,4,0,N/A,N/A,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin McCully,The Insane One,Justin,McCully,11,5,2,73,225,73,Orthodox,"Feb 18, 1976",46,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Greg McIntyre,,Greg,McIntyre,6,4,0,70,155,N/A,Orthodox,"Apr 21, 1980",42,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0
Robert McDaniel,Bubba,Robert,McDaniel,28,10,0,75,185,75,Southpaw,"May 03, 1983",38,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
Rob McCullough,Razor,Rob,McCullough,19,8,0,69,155,69,Orthodox,"May 26, 1977",44,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0
Kris McCray,Savage,Kris,McCray,8,5,0,72,170,76,Orthodox,"Sep 24, 1981",40,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0
Sean McCorkle,,Sean,McCorkle,17,7,0,79,265,81,Orthodox,"Jul 17, 1976",45,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
Tamdan McCrory,The Barncat,Tamdan,McCrory,14,5,0,76,185,76,Switch,"Nov 05, 1986",35,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
Michael McBride,,Michael,McBride,8,3,0,73,155,N/A,Orthodox,"Mar 09, 1986",36,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2
Scott McDonald,,Scott,McDonald,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molly McCann,Meatball,Molly,McCann,12,4,0,64,125,62,Orthodox,"May 04, 1990",31,5.83,0.5,4.93,0.64,1.79,0.36,0.34,0.6
Michael McDonald,The Black Sniper,Michael,McDonald,1,1,0,71,205,N/A,Orthodox,"Feb 06, 1965",57,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0
Charles McCarthy,Chainsaw,Charles,McCarthy,10,5,0,70,185,71,Orthodox,"Aug 06, 1980",41,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
Gina Mazany,Danger,Gina,Mazany,7,5,0,66,125,68,Southpaw,"Aug 19, 1988",33,3.43,0.49,3.17,0.49,4.7,0.58,0.33,0.3
Ian McCall,Uncle Creepy,Ian,McCall,13,5,1,65,125,64,Orthodox,"May 07, 1984",37,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0
Scott McAfee,,Scott,McAfee,14,7,0,68,155,N/A,Orthodox,"Aug 23, 1983",38,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0
Brooke Mayo,The Bully,Brooke,Mayo,0,1,0,67,125,N/A,N/A,N/A,N/A,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1
Bobby McAndrews,,Bobby,McAndrews,1,3,0,N/A,N/A,N/A,Orthodox,N/A,N/A,2.56,0.83,1.03,0.5,0.0,0.0,0.33,7.7
Sabina Mazo,Colombian Queen,Sabina,Mazo,9,4,0,67,125,70,Orthodox,"Mar 25, 1997",25,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Jack May,The Outlaw,Jack,May,9,3,0,80,255,N/A,Switch,"Apr 14, 1981",41,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0
Don'Tale Mayes,Lord Kong,Don'Tale,Mayes,9,4,0,78,260,81,Orthodox,"Jan 16, 1992",30,3.75,0.46,3.83,0.42,1.32,0.53,0.62,0.0
Elaina Maxwell,Beef,Elaina,Maxwell,7,4,0,68,145,N/A,Orthodox,"Dec 16, 1978",43,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0
Nick Maximov,,Nick,Maximov,8,0,0,72,185,76,Southpaw,"Dec 23, 1997",24,1.78,0.54,1.73,0.39,5.67,0.47,1.0,0.3
Jeremy May,,Jeremy,May,13,10,0,73,185,N/A,N/A,"Oct 23, 1986",35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Maturi,,Francesco,Maturi,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gray Maynard,,Gray,Maynard,13,7,1,69,155,70,Orthodox,"May 09, 1979",42,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
Vladimir Matyushenko,The Janitor,Vladimir,Matyushenko,27,8,0,72,205,74,Orthodox,"Jan 04, 1971",51,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1
John Matua,,John,Matua,1,4,0,74,400,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Matthews,The Celtic Kid,Jake,Matthews,17,5,0,71,170,73,Orthodox,"Aug 19, 1994",27,3.03,0.44,2.16,0.61,1.93,0.41,0.66,0.6
AJ Matthews,,AJ,Matthews,8,7,0,71,185,N/A,N/A,N/A,N/A,5.11,0.52,4.96,0.51,0.0,0.0,1.0,0.0
Daijiro Matsui,,Daijiro,Matsui,13,29,7,69,200,N/A,Orthodox,"Dec 05, 1972",49,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4
Miranda Maverick,Fear The,Miranda,Maverick,12,4,0,63,125,65,Southpaw,"Jul 01, 1997",24,3.62,0.41,2.69,0.59,2.1,0.61,0.44,0.3
Naoki Matsushita,,Naoki,Matsushita,12,16,11,66,155,N/A,Orthodox,N/A,N/A,3.3,0.32,2.2,0.63,1.5,1.0,0.0,0.0
Tateki Matsuda,Tech,Tateki,Matsuda,13,8,0,67,125,N/A,Orthodox,"Feb 27, 1986",36,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0
Koichiro Matsumoto,,Koichiro,Matsumoto,15,3,1,67,145,N/A,N/A,"Mar 07, 1986",36,1.9,0.26,3.5,0.31,0.0,0.0,0.0,0.0
Al Matavao,Sweetness,Al,Matavao,8,3,0,68,205,67,Orthodox,"Feb 23, 1994",28,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0
Claudio Mattos,Popeye,Claudio,Mattos,5,4,0,N/A,185,N/A,Orthodox,N/A,N/A,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
Tiffany Masters,Rainbow Renegade,Tiffany,Masters,2,1,0,63,115,65,Orthodox,"Jul 31, 1994",27,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0
Mike Massenzio,The Master of Disaster,Mike,Massenzio,13,9,0,74,185,73,Southpaw,"Nov 01, 1982",39,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Jorge Masvidal,Gamebred,Jorge,Masvidal,35,16,0,71,170,74,Orthodox,"Nov 12, 1984",37,4.11,0.48,3.06,0.64,1.44,0.59,0.74,0.3
Max Martyniouk,Payne,Max,Martyniouk,1,1,0,N/A,155,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shoji Maruyama,,Shoji,Maruyama,12,9,1,67,139,N/A,Orthodox,"Apr 24, 1983",39,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0
Bristol Marunde,,Bristol,Marunde,16,10,0,73,170,75,Orthodox,"Apr 20, 1982",40,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0
Wagner da Conceicao Martins,Zuluzinho,Wagner,da,9,8,0,79,390,N/A,Orthodox,"May 19, 1978",43,1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0
Victor Martinez,The Brick,Victor,Martinez,13,4,0,68,155,70,Orthodox,"Jul 17, 1991",30,9.6,0.52,7.53,0.55,1.0,0.5,0.75,0.0
Roque Martinez,,Roque,Martinez,15,8,2,70,250,72,Orthodox,"Mar 04, 1986",36,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4
Poppies Martinez,The Tachi Kid,Poppies,Martinez,29,11,0,69,145,N/A,N/A,"Aug 19, 1983",38,2.88,0.5,2.16,0.51,1.54,0.33,0.5,9.2
Andrew Martinez,Mickey D,Andrew,Martinez,9,6,0,69,215,N/A,N/A,N/A,N/A,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0
Jameel Massouh,,Jameel,Massouh,26,9,0,70,145,72,Orthodox,"Sep 12, 1984",37,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7
Jonathan Martinez,Dragon,Jonathan,Martinez,15,4,0,68,135,70,Southpaw,"Apr 20, 1994",28,4.58,0.47,3.82,0.59,0.37,0.37,0.73,0.0
Henry Martinez,Sicario,Henry,Martinez,9,4,0,67,155,69,Southpaw,"Aug 07, 1983",38,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0
Lucas Martins,Mineiro,Lucas,Martins,19,3,0,72,145,72,Southpaw,"Nov 11, 1988",33,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5
Adriano Martins,,Adriano,Martins,28,9,0,70,155,72,Southpaw,"Dec 16, 1982",39,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4
Michal Martinek,,Michal,Martinek,7,1,0,74,230,N/A,Southpaw,"Apr 19, 1990",32,2.45,0.53,4.29,0.51,0.0,0.0,0.0,0.0
Danny Martinez,The Gremlin,Danny,Martinez,21,8,0,66,125,67,Orthodox,"Jun 14, 1985",36,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0
Mana Martinez,ManaBoi,Mana,Martinez,9,3,0,70,135,70,Orthodox,"Mar 25, 1996",26,3.8,0.5,3.55,0.41,0.93,0.66,0.12,0.9
Dave Martin,,Dave,Martin,0,2,0,72,205,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mallory Martin,,Mallory,Martin,7,5,0,64,115,63,Orthodox,"Jan 29, 1994",28,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Anthony Rocco Martin,,Anthony,Rocco,17,6,0,72,170,73,Orthodox,"Dec 11, 1989",32,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
Rainy Martinez,,Rainy,Martinez,0,2,0,72,199,N/A,Orthodox,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Martin,,Joe,Martin,6,8,0,69,170,N/A,N/A,N/A,N/A,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0
Justin Martin,,Justin,Martin,4,3,0,72,185,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alonzo Martinez,Zo Diddy,Alonzo,Martinez,42,20,1,70,155,N/A,N/A,"Apr 22, 1984",38,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0
Terry Martin,,Terry,Martin,23,11,0,68,185,71,Orthodox,"Oct 10, 1980",41,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
Jack Marshman,The Hammer,Jack,Marshman,23,10,0,72,185,73,Orthodox,"Dec 19, 1989",32,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
CJ Marsh,,CJ,Marsh,5,7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Martin,,Eric,Martin,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliot Marshall,Fire,Eliot,Marshall,10,4,0,74,205,77,Orthodox,"Jul 07, 1980",41,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
John Marsh,,John,Marsh,8,7,0,72,265,N/A,Orthodox,"Sep 15, 1970",51,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4
Cesar Marscucci,,Cesar,Marscucci,3,2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Marquez,The Cuban Missile Crisis,Julian,Marquez,9,2,0,74,185,72,Orthodox,"May 08, 1990",31,4.2,0.45,3.13,0.55,0.0,0.0,0.53,3.2
Doug Marshall,The Rhino,Doug,Marshall,18,8,0,70,205,N/A,Orthodox,"Sep 09, 1975",46,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4
Carmelo Marrero,The Fury,Carmelo,Marrero,16,6,0,72,205,73,Orthodox,"Jan 26, 1981",41,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
Danilo Marques,,Danilo,Marques,11,4,0,78,205,77,Orthodox,"Dec 26, 1985",36,1.44,0.79,2.52,0.52,3.93,0.28,0.0,0.8
Rory Markham,,Rory,Markham,17,6,0,72,170,71,Orthodox,"Mar 25, 1982",40,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
David Marshall,,David,Marshall,8,4,0,74,170,N/A,N/A,"Aug 24, 1984",37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrique Marin,Wasabi,Enrique,Marin,10,4,0,70,170,N/A,N/A,"Sep 02, 1986",35,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
Nate Marquardt,The Great,Nate,Marquardt,35,19,2,72,185,74,Orthodox,"Apr 20, 1979",43,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
